#weight  minuslogpost      logA        n_s     omega_b  omega_cdm  theta_s_1e2    tau_reio           A_s       H0  minuslogprior  minuslogprior__0       chi2  chi2__my_cl_like
 6 -19051.043 3.0338993 0.96304301  0.02224791 0.12198814 1.0420622  0.04115323 2.0778095e-09 66.62889 -3.5494364 -3.5494364 -38094.988 -38094.988
 4 -19051.092 3.0044388 0.96161686 0.022140462 0.12251927 1.0418697 0.025552704 2.0174891e-09 66.28407 -3.5494364 -3.5494364 -38095.084 -38095.084
 1 -19050.911 2.9945421 0.95918782 0.022094632 0.12307481   1.04172 0.019466337 1.9976211e-09 66.00228 -3.5494364 -3.5494364 -38094.723 -38094.723
 8 -19050.414 2.9825444 0.95991954 0.022085876 0.12294866 1.0417854 0.013646503 1.9737975e-09  66.0592 -3.5494364 -3.5494364 -38093.729 -38093.729
 3 -19051.737 3.0441053 0.95778806 0.022171787 0.12164713 1.0413334 0.046414552 2.0991242e-09 66.43568 -3.5494364 -3.5494364 -38096.375 -38096.375
2 -19050.228  3.015033 0.95879581 0.022077751 0.12145911 1.0411901 0.032839861 2.0389763e-09  66.3684 -3.5494364 -3.5494364 -38093.357 -38093.357
1 -19047.038 2.9914237    0.94799 0.021892992 0.12725725 1.0409071 0.013701859 1.9914014e-09 64.15194 -3.5494364 -3.5494364 -38086.977 -38086.977
5  -19047.77 2.9900876 0.94850186 0.021917565 0.12700698 1.0408841 0.013239227 1.9887424e-09 64.24862 -3.5494364 -3.5494364 -38088.442 -38088.442
2 -19049.136 3.0043842 0.95442601 0.022024107 0.12551492 1.0409893 0.023509966  2.017379e-09  64.8731 -3.5494364 -3.5494364 -38091.172 -38091.172
2 -19050.737  2.999509 0.95642288 0.022073157 0.12445343 1.0412318 0.021991623 2.0075677e-09  65.3532 -3.5494364 -3.5494364 -38094.375 -38094.375
1 -19051.422 2.9889387 0.95807346 0.022160725 0.12379911 1.0411147 0.017181425 1.9864588e-09 65.61492 -3.5494364 -3.5494364 -38095.745 -38095.745
1 -19051.509  2.990587 0.95847715 0.022169102  0.1235806 1.0411065 0.018319696  1.989736e-09 65.69395 -3.5494364 -3.5494364  -38095.92  -38095.92
2 -19051.478 2.9852639 0.95816587 0.022144555 0.12361803 1.0410478 0.015562413 1.9791725e-09  65.6396 -3.5494364 -3.5494364 -38095.857 -38095.857
1 -19051.479 2.9848786 0.95823078 0.022146027  0.1236113 1.0410581 0.015387273 1.9784101e-09 65.64663 -3.5494364 -3.5494364 -38095.859 -38095.859
1 -19051.631 2.9792725 0.95706004 0.022181009 0.12347131 1.0410951 0.012285715   1.96735e-09 65.73814 -3.5494364 -3.5494364 -38096.163 -38096.163
2 -19051.753 2.9871091 0.95874097 0.022239646 0.12276323 1.0411025 0.017264232 1.9828277e-09 66.03554 -3.5494364 -3.5494364 -38096.407 -38096.407
3 -19052.636 3.0120836 0.96120309 0.022294223 0.12100042 1.0412847 0.031629041 2.0329716e-09 66.75552 -3.5494364 -3.5494364 -38098.173 -38098.173
6 -19051.401 3.0127926 0.96562395 0.022444632 0.12007294 1.0414411 0.033477581 2.0344134e-09 67.26976 -3.5494364 -3.5494364 -38095.703 -38095.703
2 -19051.573 3.0175359 0.96595219 0.022453005 0.11983249 1.0414774 0.036112373 2.0440861e-09 67.37441 -3.5494364 -3.5494364 -38096.047 -38096.047
5 -19051.639 3.0360547 0.96371051 0.022477909 0.12067763 1.0415218 0.044314866 2.0822928e-09 67.11431 -3.5494364 -3.5494364 -38096.179 -38096.179
3 -19051.415 3.0606522 0.96621955 0.022396027 0.11977202 1.0413788 0.058642686 2.1341471e-09 67.31112 -3.5494364 -3.5494364 -38095.732 -38095.732
1 -19051.886 3.0472812 0.96680588 0.022440811 0.11936018 1.0416148 0.052016048 2.1058013e-09  67.5768 -3.5494364 -3.5494364 -38096.673 -38096.673
2 -19051.759 3.0466492 0.96729952 0.022450188 0.11916554 1.0416042 0.051972711 2.1044709e-09 67.65105 -3.5494364 -3.5494364 -38096.419 -38096.419
2 -19051.744 3.0466719  0.9673193 0.022450578 0.11916143 1.0416056 0.051993707 2.1045187e-09 67.65332 -3.5494364 -3.5494364 -38096.389 -38096.389
9  -19051.73 3.0475935 0.96546061 0.022474431 0.12008386 1.0416156 0.051087222 2.1064591e-09  67.3513 -3.5494364 -3.5494364 -38096.361 -38096.361
 4 -19051.841 3.0622779 0.96506542 0.022454517 0.12026412 1.0415452 0.058277866 2.1376194e-09 67.24614 -3.5494364 -3.5494364 -38096.583 -38096.583
 1 -19051.449 3.0630813 0.96447495  0.02243936 0.12083318 1.0416828 0.058104263 2.1393375e-09  67.0785 -3.5494364 -3.5494364   -38095.8   -38095.8
 7 -19051.225 3.0755796  0.9617373 0.022365438 0.12211475 1.0414964 0.062713664 2.1662433e-09 66.50362 -3.5494364 -3.5494364 -38095.351 -38095.351
 3 -19051.843 3.0652025 0.96153269 0.022347775 0.12208016 1.0415689 0.057017691 2.1438803e-09 66.52363 -3.5494364 -3.5494364 -38096.587 -38096.587
 3 -19052.062 3.0861296  0.9597438 0.022302322 0.12206617 1.0415339 0.067247472 2.1892182e-09 66.47557 -3.5494364 -3.5494364 -38097.026 -38097.026
 9 -19051.991 3.0844703 0.95928917 0.022288068 0.12223026 1.0415654 0.066173575 2.1855886e-09 66.41646 -3.5494364 -3.5494364 -38096.883 -38096.883
 3  -19051.62 3.0803174 0.95877628 0.022262636 0.12288955  1.041473 0.063488786  2.176531e-09 66.13604 -3.5494364 -3.5494364  -38096.14  -38096.14
 3 -19051.429 3.0726421 0.95843129 0.022343766 0.12178269 1.0417212  0.06050632 2.1598894e-09 66.67364 -3.5494364 -3.5494364  -38095.76  -38095.76
 2 -19050.902 3.0904663 0.96017306 0.022354263 0.12105101  1.041863 0.070518103 2.1987329e-09 66.98508 -3.5494364 -3.5494364 -38094.705 -38094.705
 5 -19050.939 3.0883078 0.95987935 0.022350112 0.12120182 1.0418536 0.069233904  2.193992e-09 66.92553 -3.5494364 -3.5494364  -38094.78  -38094.78
 3 -19050.927 3.0957591 0.96791163  0.02247443 0.11815222 1.0416609 0.077803558 2.2104011e-09  68.0551 -3.5494364 -3.5494364 -38094.755 -38094.755
 1 -19049.975 3.0653309 0.96399084 0.022236185 0.12212392 1.0414319 0.058745252 2.1441556e-09 66.36172 -3.5494364 -3.5494364 -38092.851 -38092.851
 1 -19049.967 3.0759263 0.96245767 0.022243519 0.12263211 1.0413417 0.063173497 2.1669945e-09 66.16341 -3.5494364 -3.5494364 -38092.836 -38092.836
 1 -19049.601 3.0769987 0.96297136 0.022268552 0.12256703 1.0414171 0.063874868 2.1693198e-09 66.23349 -3.5494364 -3.5494364 -38092.102 -38092.102
10 -19051.871 3.0409601 0.96123564 0.022314806 0.12213391 1.0415822 0.045352894 2.0925325e-09 66.47955 -3.5494364 -3.5494364 -38096.643 -38096.643
11 -19051.461 3.0408758 0.96113111 0.022320408 0.12232545 1.0415871 0.045220503  2.092356e-09 66.42019 -3.5494364 -3.5494364 -38095.824 -38095.824
 3 -19051.136 3.0478779 0.95891227 0.022148555 0.12387686 1.0413604 0.046494575 2.1070583e-09 65.65883 -3.5494364 -3.5494364 -38095.174 -38095.174
 2 -19050.894 3.0292808 0.95674194  0.02219405 0.12411861 1.0417027 0.036482337 2.0682351e-09 65.73153 -3.5494364 -3.5494364  -38094.69  -38094.69
 2 -19050.304    3.0188 0.95665162 0.022214072 0.12447414 1.0417759 0.030598767 2.0466716e-09 65.65386 -3.5494364 -3.5494364  -38093.51  -38093.51
 1 -19045.079  3.060639 0.95148326 0.022229412 0.12695142  1.041825  0.04837709 2.1341191e-09 64.85927 -3.5494364 -3.5494364 -38083.059 -38083.059
 2   -19047.7 3.0628132 0.95132892 0.022314625 0.12581454 1.0413512 0.050657215 2.1387641e-09 65.15606 -3.5494364 -3.5494364 -38088.301 -38088.301
 1 -19050.731 3.0689965 0.95793361 0.022403764 0.12305138 1.0415549 0.057271223 2.1520296e-09 66.23607 -3.5494364 -3.5494364 -38094.363 -38094.363
 3  -19050.65 3.0654641 0.95886336 0.022424069 0.12286253 1.0415334 0.055865425 2.1444413e-09 66.31203 -3.5494364 -3.5494364 -38094.201 -38094.201
 5 -19051.688 3.0492446 0.95857609 0.022375482 0.12254932 1.0413369 0.048016867   2.10994e-09 66.31001 -3.5494364 -3.5494364 -38096.278 -38096.278
 1 -19052.012 3.0383785 0.95869537 0.022355697 0.12255683 1.0414142 0.042576822 2.0871372e-09 66.31514 -3.5494364 -3.5494364 -38096.926 -38096.926
 4 -19051.547 3.0401152 0.95814337  0.02234515 0.12309883 1.0414885 0.042795085 2.0907652e-09 66.14448 -3.5494364 -3.5494364 -38095.996 -38095.996
 7 -19051.536 3.0374727 0.95869697 0.022357833 0.12297245 1.0415355  0.04176725 2.0852476e-09 66.21486 -3.5494364 -3.5494364 -38095.974 -38095.974
 4 -19051.448 3.0527935 0.95627752 0.022313903 0.12303922   1.04155 0.049019152 2.1174413e-09 66.15692 -3.5494364 -3.5494364 -38095.798 -38095.798
 1 -19051.504   3.04175 0.95629862 0.022268335 0.12358704 1.0415374 0.043068356 2.0941859e-09 65.92449 -3.5494364 -3.5494364 -38095.909 -38095.909
 1 -19051.023 3.0534159 0.95525215 0.022192443 0.12366174 1.0411738 0.049197858 2.1187595e-09  65.7098 -3.5494364 -3.5494364 -38094.946 -38094.946
 6 -19049.671 3.0130897 0.96020213 0.022243167 0.12123334  1.041277  0.03275568 2.0350179e-09 66.62544 -3.5494364 -3.5494364 -38092.243 -38092.243
 7 -19050.341 3.0298928 0.95823606 0.022198475 0.12222818 1.0416942 0.039224437 2.0695014e-09 66.37871 -3.5494364 -3.5494364 -38093.583 -38093.583
 8 -19049.943 3.0002534 0.95190021 0.022202096 0.12509332  1.041357 0.020136213 2.0090628e-09 65.29638 -3.5494364 -3.5494364 -38092.788 -38092.788
 2 -19050.798 3.0059318 0.95604441 0.022141825 0.12474984 1.0412856 0.024606631 2.0205034e-09 65.33336 -3.5494364 -3.5494364 -38094.498 -38094.498
 1 -19050.271 2.9757148 0.96136469 0.022251567 0.12303891 1.0417346 0.011087809 1.9603631e-09  66.1617 -3.5494364 -3.5494364 -38093.444 -38093.444
13 -19049.217 2.9746083  0.9610197 0.022266706    0.12352 1.0417725 0.010010139 1.9581951e-09 66.02384 -3.5494364 -3.5494364 -38091.336 -38091.336
 3 -19049.889 2.9873431 0.96172404 0.022231929 0.12336546 1.0416474 0.016908374 1.9832919e-09 66.00341 -3.5494364 -3.5494364  -38092.68  -38092.68
 8 -19050.769 2.9823335 0.95981771 0.022131502 0.12364326 1.0417389 0.013813507 1.9733811e-09 65.84807 -3.5494364 -3.5494364 -38094.439 -38094.439
 4 -19050.807 2.9979944 0.96145263 0.022181627 0.12221483 1.0416397 0.024129255 2.0045293e-09 66.34993 -3.5494364 -3.5494364 -38094.514 -38094.514
 2 -19050.908 2.9980654 0.96163985 0.022187848 0.12214545 1.0416413 0.024238245 2.0046717e-09 66.38005 -3.5494364 -3.5494364 -38094.717 -38094.717
 3  -19051.27 3.0078632  0.9577246 0.022102989 0.12380937 1.0416082 0.026443621 2.0244096e-09  65.7225 -3.5494364 -3.5494364  -38095.44  -38095.44
 1 -19051.271 3.0089716 0.95770409 0.022102529 0.12379694  1.041609 0.027009402 2.0266546e-09 65.72655 -3.5494364 -3.5494364 -38095.443 -38095.443
 3 -19051.307 3.0085607 0.95778011  0.02210064 0.12375771 1.0416022 0.026863142  2.025822e-09 65.73592 -3.5494364 -3.5494364 -38095.516 -38095.516
 2 -19052.596 3.0444695 0.96227381 0.022203469 0.12179436 1.0417176 0.046769921 2.0998889e-09 66.54106 -3.5494364 -3.5494364 -38098.093 -38098.093
 4 -19051.626 3.0952295 0.96531521 0.022406868 0.11983398 1.0421145 0.073963502 2.2092308e-09 67.54501 -3.5494364 -3.5494364 -38096.153 -38096.153
 1 -19051.651  3.095664 0.96542333 0.022408578 0.11977353 1.0421107 0.074261088 2.2101909e-09 67.56672 -3.5494364 -3.5494364 -38096.204 -38096.204
 1 -19051.153 3.0978917 0.96084582 0.022234611 0.12168382 1.0419822 0.073224631   2.21512e-09 66.69569 -3.5494364 -3.5494364 -38095.207 -38095.207
 1 -19050.432  3.091936 0.96047913 0.022233164 0.12214222 1.0421099 0.069626529 2.2019666e-09 66.57808 -3.5494364 -3.5494364 -38093.765 -38093.765
 4 -19050.265 3.0952559 0.96019429 0.022235665 0.12226244 1.0420977 0.071093127 2.2092892e-09 66.53475 -3.5494364 -3.5494364 -38093.431 -38093.431
 2 -19050.096 3.0931522 0.96097528  0.02226044   0.121925 1.0422132  0.07053168 2.2046464e-09 66.71241 -3.5494364 -3.5494364 -38093.094 -38093.094
 5 -19052.045 3.0380447  0.9631661 0.022238295 0.12130945 1.0420203 0.043981667 2.0864408e-09 66.84198 -3.5494364 -3.5494364  -38096.99  -38096.99
 6 -19051.733 3.0235699 0.96407108 0.022230429 0.12105602 1.0420766 0.037175657 2.0564574e-09 66.94205 -3.5494364 -3.5494364 -38096.367 -38096.367
 1  -19052.08 3.0347305 0.96390919 0.022205253 0.12063824 1.0420336 0.043188141 2.0795372e-09 67.05122 -3.5494364 -3.5494364 -38097.061 -38097.061
 5  -19052.48 3.0625985 0.96185828 0.022165092 0.12171958 1.0417484 0.056085434 2.1383048e-09 66.54242 -3.5494364 -3.5494364 -38097.861 -38097.861
11  -19051.89 3.0964693  0.9641485 0.022179614 0.12038587 1.0417983 0.074920224 2.2119715e-09 67.03825 -3.5494364 -3.5494364 -38096.681 -38096.681
 5 -19051.851 3.0941105 0.96395593 0.022174528 0.12050336 1.0418129 0.073599693   2.20676e-09 66.99718 -3.5494364 -3.5494364 -38096.603 -38096.603
 1  -19050.93 3.0877641 0.96701421 0.022186344 0.11812791 1.0419926 0.072531869 2.1927995e-09 67.91373 -3.5494364 -3.5494364 -38094.761 -38094.761
 2 -19050.703 2.9965512 0.96103491 0.022237001 0.12058253 1.0419822  0.02337882 2.0016385e-09 67.08248 -3.5494364 -3.5494364 -38094.306 -38094.306
 2 -19050.708 2.9832926 0.96116308 0.022176849  0.1205155 1.0418271 0.016925555 1.9752748e-09 66.99976 -3.5494364 -3.5494364 -38094.318 -38094.318
 1 -19049.594 2.9891655 0.95607398 0.022059664 0.12238207 1.0416815 0.016853927 1.9869094e-09 66.19569 -3.5494364 -3.5494364  -38092.09  -38092.09
2 -19049.677 3.0327282 0.95671774 0.022287806 0.12051458 1.0413061 0.040630854 2.0753776e-09   66.927 -3.5494364 -3.5494364 -38092.255 -38092.255
2 -19050.071 3.0254095 0.95671298 0.022203752 0.12094305 1.0413188 0.037013187 2.0602439e-09 66.70498 -3.5494364 -3.5494364 -38093.043 -38093.043
3 -19050.929 3.0105022  0.9561754 0.022174595 0.12179266 1.0411112 0.028947923  2.029759e-09 66.31396 -3.5494364 -3.5494364 -38094.759 -38094.759
4 -19051.341 3.0104349 0.95658018 0.022151271 0.12200261 1.0411749   0.0289453 2.0296224e-09 66.24138 -3.5494364 -3.5494364 -38095.582 -38095.582
3 -19051.836 3.0342238  0.9643316 0.022331706 0.11846328 1.0415316 0.044994334 2.0784839e-09 67.77041 -3.5494364 -3.5494364 -38096.572 -38096.572
6 -19051.933 3.0299041 0.96392936  0.02230889 0.11870934 1.0414847 0.042549416 2.0695248e-09 67.64581 -3.5494364 -3.5494364 -38096.767 -38096.767
1 -19050.907 3.0314816 0.95614569 0.022057547 0.12217753 1.0412836 0.038876549  2.072792e-09 66.13235 -3.5494364 -3.5494364 -38094.716 -38094.716
2 -19051.582 3.0574842 0.95819361 0.022026272  0.1225232 1.0411098 0.052103905 2.1273969e-09 65.92745 -3.5494364 -3.5494364 -38096.066 -38096.066
2 -19050.166 3.0813953 0.95936651 0.022139449 0.12160238 1.0412951 0.064139008 2.1788784e-09 66.40924 -3.5494364 -3.5494364 -38093.232 -38093.232
2 -19050.823 3.0768978 0.96156579 0.021983055 0.12076558 1.0412475  0.06401918 2.1691009e-09 66.54404 -3.5494364 -3.5494364 -38094.548 -38094.548
9 -19050.236 3.0744928 0.96331776 0.021932414 0.12079473 1.0412359 0.062989192 2.1638903e-09 66.48432 -3.5494364 -3.5494364 -38093.374 -38093.374
2 -19049.699 3.0766952 0.96278187 0.021934509 0.12093096  1.041265 0.063536937 2.1686613e-09  66.4482 -3.5494364 -3.5494364 -38092.299 -38092.299
4  -19048.36 3.0842902 0.95941595 0.021870606 0.12241841 1.0411055 0.065468382 2.1851951e-09 65.82171 -3.5494364 -3.5494364 -38089.621 -38089.621
1 -19049.057 3.0865622 0.95977405 0.021924484 0.12215937  1.041062 0.066984604 2.1901654e-09 65.94515 -3.5494364 -3.5494364 -38091.014 -38091.014
3 -19048.497 3.0901802 0.95993412 0.021915724 0.12229634 1.0409506 0.068833333 2.1981038e-09 65.85314 -3.5494364 -3.5494364 -38089.895 -38089.895
9 -19048.467 3.0893266 0.95987898 0.021913413 0.12233972 1.0409494 0.068351193 2.1962284e-09 65.83574 -3.5494364 -3.5494364 -38089.834 -38089.834
1 -19048.168 3.0828862 0.95879856 0.021876148 0.12288861 1.0409092 0.064495651 2.1821292e-09 65.60038 -3.5494364 -3.5494364 -38089.237 -38089.237
3 -19048.031 3.0837699 0.95871744 0.021876216 0.12297737 1.0408996 0.064839843 2.1840584e-09 65.56687 -3.5494364 -3.5494364 -38088.962 -38088.962
1 -19049.601  3.072387 0.95934787 0.021918799 0.12296691 1.0409541 0.059531316 2.1593385e-09 65.62685 -3.5494364 -3.5494364 -38092.103 -38092.103
1 -19049.645 3.0965774 0.95577459 0.022040953 0.12359272 1.0411186 0.070223278 2.2122106e-09 65.57799 -3.5494364 -3.5494364 -38092.192 -38092.192
1 -19049.264 3.0776868 0.95412559 0.022049943 0.12396871 1.0409057 0.059972664 2.1708129e-09 65.38819 -3.5494364 -3.5494364  -38091.43  -38091.43
1 -19049.704 3.0837776 0.95827722 0.022060651 0.12173495 1.0407833  0.06602256 2.1840752e-09  66.1223 -3.5494364 -3.5494364 -38092.309 -38092.309
6 -19049.784 3.0696171 0.95728401 0.022018045 0.12229159 1.0407175  0.05847186 2.1533656e-09 65.86985 -3.5494364 -3.5494364 -38092.468 -38092.468
3 -19049.787 3.0736567 0.95829409 0.022010819 0.12276547 1.0410985  0.05947155 2.1620818e-09 65.82659 -3.5494364 -3.5494364 -38092.474 -38092.474
7 -19049.954 3.0162661 0.95657589 0.022067196  0.1248014 1.0410595 0.029040191 2.0414922e-09 65.17386 -3.5494364 -3.5494364 -38092.809 -38092.809
1 -19050.593 3.0203977 0.95570781 0.022099173 0.12478725 1.0410567 0.031099203 2.0499444e-09  65.2066 -3.5494364 -3.5494364 -38094.087 -38094.087
1 -19050.231 3.0407649  0.9645611 0.022328864 0.12127595 1.0410293 0.046690907 2.0921241e-09 66.60583 -3.5494364 -3.5494364 -38093.363 -38093.363
2 -19049.869 3.0403885 0.96373234 0.022314374 0.12179997 1.0409987 0.045952536 2.0913367e-09 66.40061 -3.5494364 -3.5494364 -38092.639 -38092.639
2 -19050.076 3.0297805 0.96381256 0.022285233 0.12197643 1.0410556 0.040641665 2.0692689e-09 66.33207 -3.5494364 -3.5494364 -38093.052 -38093.052
1 -19050.078 3.0294064 0.96379139 0.022284468 0.12198588 1.0410544 0.040444218 2.0684951e-09 66.32771 -3.5494364 -3.5494364 -38093.058 -38093.058
1 -19050.069 3.0293294 0.96379661 0.022283992 0.12198694 1.0410541 0.040403389 2.0683357e-09 66.32682 -3.5494364 -3.5494364 -38093.039 -38093.039
1  -19049.18 3.0263006 0.96347878 0.022284538 0.12227074 1.0409535 0.038688646 2.0620807e-09   66.196 -3.5494364 -3.5494364 -38091.261 -38091.261
4 -19048.926  3.045444 0.96415637 0.022412159 0.12021032 1.0407254 0.049789925 2.1019361e-09 66.95301 -3.5494364 -3.5494364 -38090.754 -38090.754
3  -19048.85 3.0422059 0.96442511 0.022387182 0.12054391 1.0407497  0.04797121 2.0951409e-09 66.82132 -3.5494364 -3.5494364 -38090.601 -38090.601
1 -19049.812 3.0081927 0.95994812 0.022271363 0.12266723 1.0407562 0.028097366 2.0250768e-09 65.98232 -3.5494364 -3.5494364 -38092.525 -38092.525
1 -19049.764 3.0120578 0.95951878 0.022254479  0.1228427 1.0407313 0.029778569  2.032919e-09 65.89865 -3.5494364 -3.5494364 -38092.429 -38092.429
6 -19048.835 2.9990196 0.97206994  0.02223766 0.11834244 1.0413058 0.030240714 2.0065854e-09 67.65311 -3.5494364 -3.5494364 -38090.572 -38090.572
2 -19048.769 2.9895235 0.97148216 0.022197499 0.11907549 1.0413543 0.024655848  1.987621e-09 67.37056 -3.5494364 -3.5494364 -38090.439 -38090.439
1 -19048.912 2.9995678 0.97168241 0.022278913 0.11898617 1.0414361 0.029748402 2.0076858e-09 67.50341 -3.5494364 -3.5494364 -38090.725 -38090.725
1 -19046.221 3.0006693 0.97174892 0.022244345 0.11911863 1.0415812 0.031062822 2.0098984e-09 67.47335 -3.5494364 -3.5494364 -38085.343 -38085.343
7 -19046.669 3.0054045 0.97298726 0.022378241 0.11768968 1.0422052 0.034053777 2.0194384e-09 68.31753 -3.5494364 -3.5494364 -38086.238 -38086.238
2 -19047.003 2.9921092 0.97226053 0.022309325 0.11830686 1.0421226 0.026743168 1.9927669e-09 68.00431 -3.5494364 -3.5494364 -38086.907 -38086.907
3 -19046.793 2.9944765 0.97298295 0.022306417 0.11803826 1.0421098 0.028344646 1.9974901e-09 68.09418 -3.5494364 -3.5494364 -38086.487 -38086.487
1 -19047.362 2.9958093 0.96920222 0.022076764 0.12061603 1.0420972 0.025854558  2.000154e-09 66.96378 -3.5494364 -3.5494364 -38087.626 -38087.626
3 -19047.776 3.0327973 0.97062979  0.02221412 0.12024865 1.0422039 0.044783404  2.075521e-09 67.25317 -3.5494364 -3.5494364 -38088.454 -38088.454
2  -19047.42 3.0183261 0.97002645 0.022220101 0.12043655 1.0421697 0.037444954  2.045702e-09   67.181 -3.5494364 -3.5494364  -38087.74  -38087.74
1 -19047.778 3.0435699 0.97145956 0.022316446  0.1192702 1.0422127 0.051470568 2.0980006e-09 67.69591 -3.5494364 -3.5494364 -38088.456 -38088.456
7 -19049.036 3.0464273  0.9670898 0.022311897 0.12055351  1.042255 0.050620327 2.1040041e-09 67.25174 -3.5494364 -3.5494364 -38090.974 -38090.974
2 -19050.381 3.0142749 0.96370351 0.022158233  0.1220333 1.0420572 0.032220075 2.0374311e-09 66.53019 -3.5494364 -3.5494364 -38093.662 -38093.662
7 -19051.218 3.0529918 0.97199994 0.022275495 0.11745402   1.04207 0.056900454 2.1178612e-09 68.26439 -3.5494364 -3.5494364 -38095.338 -38095.338
2 -19049.562 3.0509197  0.9759994 0.022357768  0.1156661 1.0421178 0.057974381 2.1134773e-09 69.01107 -3.5494364 -3.5494364 -38092.025 -38092.025
1 -19049.635 3.0512044 0.97587148 0.022350197 0.11568854 1.0420989 0.058069266 2.1140791e-09 68.98955 -3.5494364 -3.5494364 -38092.171 -38092.171
1 -19047.054 3.0398081 0.97843422 0.022248154 0.11498442 1.0421687 0.053740222 2.0901231e-09 69.18251 -3.5494364 -3.5494364 -38087.008 -38087.008
2 -19047.094 3.0117496 0.97711973 0.022142696 0.11620979 1.0418856  0.03851102 2.0322925e-09 68.53749 -3.5494364 -3.5494364 -38087.089 -38087.089
3  -19047.46 3.0226074 0.97680724 0.022134316 0.11654661 1.0418286 0.043870264  2.054479e-09 68.38697 -3.5494364 -3.5494364 -38087.822 -38087.822
1 -19046.487 3.0572523 0.97987664 0.022301169 0.11544929 1.0418017 0.062450105 2.1269036e-09 68.93377 -3.5494364 -3.5494364 -38085.876 -38085.876
2 -19047.573  3.069391 0.96852296 0.021969328 0.11935949 1.0409354 0.062834769 2.1528787e-09 66.92408 -3.5494364 -3.5494364 -38088.047 -38088.047
3 -19050.966 3.0487044 0.96326981 0.022093718  0.1208515 1.0409041 0.050236958 2.1088005e-09 66.49972 -3.5494364 -3.5494364 -38094.833 -38094.833
5 -19052.404 3.0371574  0.9624747 0.022164299 0.12130444 1.0413262 0.043467516 2.0845902e-09 66.54566 -3.5494364 -3.5494364 -38097.709 -38097.709
4 -19051.874 3.0111355   0.961555  0.02212121 0.12247504 1.0412167 0.029635506 2.0310449e-09 66.06521 -3.5494364 -3.5494364 -38096.649 -38096.649
 9 -19051.401 2.9930706 0.96394892 0.022157511 0.12180706 1.0412881 0.021742766 1.9946837e-09 66.35229 -3.5494364 -3.5494364 -38095.703 -38095.703
 1 -19050.966 2.9831699 0.96074351 0.022153539 0.12340144 1.0412946 0.014938353 1.9750324e-09 65.80312 -3.5494364 -3.5494364 -38094.832 -38094.832
10 -19051.141 2.9701844 0.96333559 0.022299219  0.1216436 1.0415264 0.010428579 1.9495514e-09 66.61659 -3.5494364 -3.5494364 -38095.183 -38095.183
 7 -19051.374 2.9921388 0.96718293  0.02239565 0.11926587 1.0418366 0.023616313  1.992826e-09 67.64353 -3.5494364 -3.5494364 -38095.649 -38095.649
 7 -19051.607 2.9851069  0.9663256  0.02235813 0.11949393 1.0417577 0.019898322 1.9788618e-09 67.50196 -3.5494364 -3.5494364 -38096.115 -38096.115
 1 -19051.271 2.9822535 0.96619916 0.022366641 0.11996595 1.0417769 0.018267566 1.9732233e-09 67.34889 -3.5494364 -3.5494364 -38095.444 -38095.444
 3 -19051.064 3.0024107 0.96933169 0.022402186 0.11839868 1.0417971 0.030549192 2.0134015e-09 67.94647 -3.5494364 -3.5494364 -38095.029 -38095.029
 4 -19051.243 3.0063254 0.96171415 0.022055757 0.12200589 1.0415831  0.02838669 2.0212989e-09 66.28939 -3.5494364 -3.5494364 -38095.388 -38095.388
 9 -19050.124 2.9754464 0.96160238 0.021996303 0.12293407 1.0414734 0.012308845  1.959837e-09 65.87981 -3.5494364 -3.5494364 -38093.149 -38093.149
 8 -19051.912 3.0467972 0.97085989 0.022370592 0.11752419 1.0417945 0.053724488 2.1047824e-09 68.23271 -3.5494364 -3.5494364 -38096.726 -38096.726
 3 -19051.414 3.0347678 0.97129163 0.022367022 0.11723192 1.0417717 0.048111349 2.0796149e-09 68.32804 -3.5494364 -3.5494364 -38095.728 -38095.728
 9 -19050.833 3.0054649 0.96316399  0.02200829 0.12102935 1.0412313 0.029387981 2.0195602e-09 66.46917 -3.5494364 -3.5494364 -38094.567 -38094.567
 3 -19051.217 3.0013817 0.96708875 0.022181529 0.12036361 1.0413459 0.027715822 2.0113307e-09 66.89709 -3.5494364 -3.5494364 -38095.335 -38095.335
 3 -19051.693 3.0104151 0.96365862 0.022279583 0.12001196 1.0412853 0.031201868 2.0295823e-09 67.08954 -3.5494364 -3.5494364 -38096.286 -38096.286
 2  -19051.74 3.0122064 0.96328733 0.022277742 0.12018096 1.0412827 0.031869204 2.0332211e-09 67.02742 -3.5494364 -3.5494364 -38096.381 -38096.381
 6 -19050.598 3.0161904 0.96336724 0.022529708 0.11908106 1.0413357 0.035040997 2.0413377e-09 67.66349 -3.5494364 -3.5494364 -38094.097 -38094.097
 3 -19050.238 3.0200932 0.96385445 0.022571412 0.11876944 1.0413702 0.037350246 2.0493201e-09 67.82421 -3.5494364 -3.5494364 -38093.377 -38093.377
 2 -19051.043 3.0055442 0.96500817 0.022434598 0.11870708 1.0413159 0.030419753 2.0197205e-09 67.70411 -3.5494364 -3.5494364 -38094.987 -38094.987
 3  -19051.31 3.0066371 0.96434695 0.022415017 0.11903789 1.0412934 0.030568124  2.021929e-09 67.56061 -3.5494364 -3.5494364 -38095.521 -38095.521
 1 -19050.592 3.0284496 0.96461093 0.022520731 0.11843884 1.0412372 0.042373308 2.0665169e-09 67.85203 -3.5494364 -3.5494364 -38094.085 -38094.085
