#weight  minuslogpost      logA        n_s     omega_b  omega_cdm  theta_s_1e2    tau_reio           A_s       H0  minuslogprior  minuslogprior__0       chi2  chi2__my_cl_like
6 -19051.787 3.0213232 0.96601426 0.022115861 0.12043671 1.0415642 0.038091821 2.0518424e-09  66.8847 -3.5494364 -3.5494364 -38096.475 -38096.475
4 -19050.011 3.0753107 0.96886889 0.022050143 0.11939157 1.0416413 0.066839997 2.1656609e-09 67.22061 -3.5494364 -3.5494364 -38092.923 -38092.923
6 -19050.301 3.0763336 0.96549702 0.021975093 0.12112261 1.0412091 0.064662429 2.1678775e-09 66.39928 -3.5494364 -3.5494364 -38093.504 -38093.504
2 -19051.417 3.0603101 0.96472147 0.022063995 0.12117177 1.0412744 0.056010013 2.1334171e-09 66.48405 -3.5494364 -3.5494364 -38095.734 -38095.734
3 -19052.461 3.0511654  0.9637697 0.022085657 0.12126196 1.0414545 0.051168813 2.1139967e-09 66.53201 -3.5494364 -3.5494364 -38097.823 -38097.823
2 -19052.263 3.0677545 0.96361962 0.022124261 0.12070673 1.0416676 0.059360903 2.1493585e-09  66.8319 -3.5494364 -3.5494364 -38097.426 -38097.426
7 -19051.936 3.0467087 0.96160823 0.022004621 0.12149772 1.0414168 0.048040187 2.1045962e-09  66.3642 -3.5494364 -3.5494364 -38096.774 -38096.774
4 -19051.337 3.0415725 0.95980581 0.021970204 0.12194026 1.0412425 0.044666556 2.0938143e-09 66.12186 -3.5494364 -3.5494364 -38095.575 -38095.575
1 -19050.823 3.0455717 0.97249074 0.022402837 0.11676161 1.0419279  0.05321072 2.1022046e-09 68.58467 -3.5494364 -3.5494364 -38094.547 -38094.547
3 -19051.405 3.0227484 0.97007913  0.02225968 0.11777315 1.0416568 0.040710149 2.0547687e-09 67.99583 -3.5494364 -3.5494364 -38095.711 -38095.711
9 -19051.513 3.0246207 0.96995942 0.022242517 0.11797035 1.0416009  0.04154918 2.0586196e-09  67.8903 -3.5494364 -3.5494364 -38095.928 -38095.928
4 -19051.538 3.0383453 0.96890882 0.022150099 0.11905713 1.0412868 0.048059236  2.087068e-09 67.31176 -3.5494364 -3.5494364 -38095.977 -38095.977
1 -19051.519 3.0446547 0.97076677 0.022221704 0.11854272 1.0416899 0.052098947 2.1002778e-09  67.6952 -3.5494364 -3.5494364 -38095.939 -38095.939
3 -19051.737 3.0482708 0.96842101 0.022111716 0.11954119 1.0415006 0.052668593 2.1078862e-09 67.17614 -3.5494364 -3.5494364 -38096.376 -38096.376
1 -19051.737 3.0484584 0.96851336 0.022114864 0.11949437 1.0415079 0.052821442 2.1082818e-09 67.19806 -3.5494364 -3.5494364 -38096.375 -38096.375
7  -19051.66 3.0350799 0.96273316 0.022095979 0.11980473 1.0413201 0.043754131 2.0802641e-09 67.00839 -3.5494364 -3.5494364 -38096.221 -38096.221
1 -19052.102 3.0049034 0.96300883 0.022125232 0.12042423 1.0414672 0.028961874 2.0184267e-09 66.86526 -3.5494364 -3.5494364 -38097.104 -38097.104
2 -19052.045  2.997586 0.96156082 0.022090026 0.12096115 1.0413225 0.024534309 2.0037109e-09 66.59705 -3.5494364 -3.5494364  -38096.99  -38096.99
1 -19051.927 2.9974986 0.96235724 0.022117293  0.1206192 1.0414486 0.024946555 2.0035357e-09 66.78341 -3.5494364 -3.5494364 -38096.755 -38096.755
2 -19052.178 3.0021432 0.96286061 0.022150581 0.12043538 1.0415051 0.027474999 2.0128631e-09 66.89687 -3.5494364 -3.5494364 -38097.258 -38097.258
2 -19050.651 2.9912198 0.95581063  0.02197742 0.12484871 1.0414311 0.016714352 1.9909954e-09  65.1994 -3.5494364 -3.5494364 -38094.204 -38094.204
3 -19050.998 2.9848023 0.95651823 0.022080347 0.12408939 1.0414832 0.014488303 1.9782591e-09 65.56574 -3.5494364 -3.5494364 -38094.897 -38094.897
2  -19050.53 2.9867376 0.95730731 0.022145502 0.12450765 1.0415954 0.015089423 1.9820914e-09 65.52061 -3.5494364 -3.5494364 -38093.962 -38093.962
2 -19051.102 2.9990204 0.95581634 0.022155891 0.12461711  1.041432 0.020450646  2.006587e-09 65.43915 -3.5494364 -3.5494364 -38095.105 -38095.105
5 -19050.575 3.0131659 0.95372691 0.022133375 0.12517574   1.04146 0.026754147  2.035173e-09 65.24055 -3.5494364 -3.5494364  -38094.05  -38094.05
1 -19050.449 3.0394468 0.95391559 0.022088579 0.12369558 1.0414928 0.040536533 2.0893682e-09 65.70988 -3.5494364 -3.5494364 -38093.798 -38093.798
4 -19050.138 3.0412158  0.9532287 0.022084572 0.12383538 1.0414189 0.041153624 2.0930676e-09 65.63434 -3.5494364 -3.5494364 -38093.177 -38093.177
1 -19049.134 3.0588579 0.95269143 0.021969708 0.12515029 1.0411439 0.049119322 2.1303213e-09 64.99662 -3.5494364 -3.5494364  -38091.17  -38091.17
2 -19050.014  3.033385 0.95891207 0.022118746 0.12136695 1.0419928 0.040628088 2.0767411e-09 66.70434 -3.5494364 -3.5494364 -38092.929 -38092.929
4 -19050.205 3.0345587 0.95936856 0.022127935 0.12124275  1.042017 0.041325838 2.0791799e-09 66.76402 -3.5494364 -3.5494364 -38093.311 -38093.311
2 -19050.355 3.0271233 0.95973412 0.022178412  0.1206274 1.0419417 0.037867747 2.0637779e-09 67.00005 -3.5494364 -3.5494364 -38093.611 -38093.611
5 -19049.049 3.0064219 0.95724144 0.022083858 0.12130328 1.0417368 0.026590442 2.0214939e-09 66.60979 -3.5494364 -3.5494364 -38090.998 -38090.998
1 -19048.888 3.0164754 0.95844835 0.022078756 0.12086049 1.0418233 0.032540045 2.0419196e-09 66.78867 -3.5494364 -3.5494364 -38090.676 -38090.676
9  -19050.79 3.0611372  0.9704085 0.022144422 0.11864517  1.041839 0.060344277 2.1351824e-09 67.63837 -3.5494364 -3.5494364 -38094.482 -38094.482
6 -19052.383 3.0342397 0.96763611 0.022151527 0.11914775 1.0416756 0.045208547 2.0785169e-09  67.4105 -3.5494364 -3.5494364 -38097.667 -38097.667
1 -19051.084 3.0065924 0.96556541 0.022166564 0.11863649 1.0416921 0.030900451 2.0218386e-09 67.61242 -3.5494364 -3.5494364 -38095.069 -38095.069
4 -19050.408 3.0386894 0.96636289 0.021975038 0.12000761  1.041255 0.047475275 2.0877863e-09 66.80591 -3.5494364 -3.5494364 -38093.717 -38093.717
4 -19047.758 3.0195011 0.96510057 0.021801761 0.12119892 1.0408224   0.0367285  2.048107e-09 66.08854 -3.5494364 -3.5494364 -38088.418 -38088.418
2 -19048.031 2.9785752 0.95559819 0.021789993 0.12344625 1.0410536 0.011830727 1.9659786e-09 65.37997 -3.5494364 -3.5494364 -38088.963 -38088.963
2 -19050.494  3.015549 0.95856879 0.021888585 0.12269671 1.0412574 0.031541892 2.0400288e-09 65.79251 -3.5494364 -3.5494364 -38093.888 -38093.888
1 -19049.659 2.9871689 0.96022776 0.022174776 0.12129276 1.0417788  0.01686016 1.9829464e-09 66.70976 -3.5494364 -3.5494364 -38092.219 -38092.219
2 -19050.243 2.9954692 0.96290532 0.022191436 0.12030801 1.0416916 0.022538111 1.9994739e-09 67.04082 -3.5494364 -3.5494364 -38093.387 -38093.387
2 -19050.747 3.0016303 0.96356512 0.022229774 0.12020437 1.0417183 0.025933367 2.0118308e-09 67.12097 -3.5494364 -3.5494364 -38094.395 -38094.395
1 -19050.095 2.9934141 0.96117499 0.022187524 0.12086899 1.0415334 0.020698533 1.9953689e-09 66.78764 -3.5494364 -3.5494364 -38093.091 -38093.091
1 -19050.097 2.9868086 0.96177831  0.02217181 0.12073472 1.0416179  0.01763908  1.982232e-09 66.84855 -3.5494364 -3.5494364 -38093.095 -38093.095
1 -19050.897  3.067779 0.96366044 0.022094783 0.12167651 1.0420212 0.058658143 2.1494111e-09 66.58439 -3.5494364 -3.5494364 -38094.695 -38094.695
5 -19050.539 3.0693005  0.9639636 0.022068013 0.12200655 1.0419367 0.059384589 2.1526838e-09 66.41765 -3.5494364 -3.5494364  -38093.98  -38093.98
4 -19050.893 3.0624687 0.96326149 0.022087652 0.12205126 1.0419461 0.055620122 2.1380273e-09 66.42308 -3.5494364 -3.5494364 -38094.687 -38094.687
4 -19051.304 3.1065856 0.96580365 0.022184092 0.12045737 1.0419613 0.079908425 2.2344621e-09 67.07151 -3.5494364 -3.5494364 -38095.509 -38095.509
9 -19051.725  3.064054 0.96335752 0.022044316 0.12142529 1.0415124 0.057987575 2.1414195e-09 66.45698 -3.5494364 -3.5494364 -38096.351 -38096.351
3 -19051.099 3.0517163 0.96605129 0.022293976 0.11942121 1.0421872 0.052198245 2.1151616e-09 67.61319 -3.5494364 -3.5494364 -38095.099 -38095.099
6 -19051.288 3.0701877 0.96885106 0.022255394 0.11827152 1.0420597 0.063198971 2.1545947e-09   67.947 -3.5494364 -3.5494364 -38095.477 -38095.477
2 -19050.413 3.0348046   0.968429  0.02231476 0.11847127 1.0423048 0.045035379 2.0796914e-09 68.01116 -3.5494364 -3.5494364 -38093.728 -38093.728
2 -19050.182 3.0356006 0.96857028  0.02232688 0.11839122 1.0423395  0.04545821 2.0813475e-09 68.06258 -3.5494364 -3.5494364 -38093.266 -38093.266
6 -19050.204 3.0304021 0.96793553 0.022323844  0.1185029 1.0423175 0.042615727 2.0705556e-09  68.0123 -3.5494364 -3.5494364 -38093.309 -38093.309
 2  -19047.56 3.0195296 0.96791176 0.022393748 0.11761474 1.0426258 0.037815073 2.0481655e-09 68.50013 -3.5494364 -3.5494364 -38088.021 -38088.021
 1 -19049.055 3.0552705 0.96673803 0.022092797 0.11996076 1.0420745 0.055653209 2.1226928e-09 67.20173 -3.5494364 -3.5494364 -38091.012 -38091.012
 2 -19048.362 3.0465888 0.96666636 0.022004375  0.1199393  1.041855 0.051594265 2.1043438e-09 67.05618 -3.5494364 -3.5494364 -38089.625 -38089.625
 2 -19048.193 3.0520862 0.96658306 0.021993745 0.12025773 1.0418529 0.054127813 2.1159442e-09 66.93343 -3.5494364 -3.5494364 -38089.287 -38089.287
 2 -19049.664 3.0548514  0.9701491 0.022048804 0.11971201  1.041907 0.056129474 2.1218033e-09 67.19416 -3.5494364 -3.5494364 -38092.228 -38092.228
 5  -19050.36 3.0501768 0.96769223 0.022015347 0.11977899 1.0419947 0.052710107 2.1119079e-09 67.16943 -3.5494364 -3.5494364 -38093.622 -38093.622
 2 -19050.423 3.0491891 0.96779365 0.022017778 0.11975525 1.0419937 0.052200164 2.1098229e-09  67.1797 -3.5494364 -3.5494364 -38093.746 -38093.746
 3 -19051.031  3.026475  0.9662759 0.022018473 0.11963837 1.0417928 0.040618492 2.0624404e-09 67.15482 -3.5494364 -3.5494364 -38094.963 -38094.963
 3 -19050.737 3.0444506 0.96812938 0.021997218 0.11953089 1.0417351 0.050375946 2.0998492e-09 67.15454 -3.5494364 -3.5494364 -38094.376 -38094.376
10 -19049.933 3.0523278 0.96809629 0.021973297 0.11973854 1.0418495  0.05425138 2.1164554e-09 67.09738 -3.5494364 -3.5494364 -38092.767 -38092.767
 1 -19051.453 3.0313655 0.96518622 0.022033182 0.12010595 1.0418187 0.042278841 2.0725514e-09 67.01123 -3.5494364 -3.5494364 -38095.808 -38095.808
 4  -19051.37 3.0335593  0.9647499 0.022023828 0.11992618  1.041738 0.043419261 2.0771031e-09 67.03942 -3.5494364 -3.5494364  -38095.64  -38095.64
 4 -19050.438 3.0294495 0.96819919 0.022148304 0.11847017 1.0421529 0.043149133 2.0685842e-09  67.8097 -3.5494364 -3.5494364 -38093.776 -38093.776
 1  -19050.47 3.0335442 0.96855576 0.022140099 0.11839819 1.0421255 0.045461481 2.0770717e-09 67.81898 -3.5494364 -3.5494364 -38093.842 -38093.842
10 -19048.433 2.9877196 0.96563066 0.021986569 0.11870974 1.0415607 0.021243371 1.9840388e-09 67.37976 -3.5494364 -3.5494364 -38089.767 -38089.767
 5 -19048.721 2.9935084 0.96558989 0.021913379 0.11926817 1.0413809 0.023951954 1.9955572e-09 67.05445 -3.5494364 -3.5494364 -38090.344 -38090.344
 2 -19049.354 3.0338142  0.9640691 0.021909957   0.119627 1.0413934 0.043603589 2.0776327e-09 66.92801 -3.5494364 -3.5494364  -38091.61  -38091.61
 1 -19049.434 3.0323774 0.96323957 0.021880788 0.12016012 1.0413139 0.042388256 2.0746496e-09 66.68675 -3.5494364 -3.5494364 -38091.768 -38091.768
 2 -19051.149 3.0481101 0.96701192 0.022074823 0.11897803 1.0415953 0.051575982 2.1075477e-09 67.37496 -3.5494364 -3.5494364   -38095.2   -38095.2
10 -19050.954 3.0562623 0.96757341 0.022068564 0.11895813 1.0416045 0.055777754  2.124799e-09 67.37949 -3.5494364 -3.5494364 -38094.809 -38094.809
1 -19051.025 2.9985713 0.96468766 0.022058917 0.12016505 1.0418504 0.025333237 2.0056861e-09  67.0242 -3.5494364 -3.5494364 -38094.951 -38094.951
2  -19049.33  3.031452 0.97126042  0.02206562 0.11909127 1.0420944  0.04471064 2.0727307e-09 67.49278 -3.5494364 -3.5494364 -38091.562 -38091.562
6 -19049.288 3.0329492  0.9710883 0.022052655 0.11924789 1.0420529 0.045404525 2.0758362e-09 67.41132 -3.5494364 -3.5494364 -38091.476 -38091.476
1 -19047.469 3.0002287 0.96055597 0.021696908  0.1238846 1.0413802 0.023006265  2.009013e-09 65.25484 -3.5494364 -3.5494364 -38087.839 -38087.839
2 -19047.569 3.0088342 0.96542158  0.02182348 0.12207811 1.0418363 0.029139726 2.0263762e-09 66.13855 -3.5494364 -3.5494364  -38088.04  -38088.04
7 -19046.579 3.0090962 0.96461628 0.022034145 0.12295787 1.0419902  0.02778923 2.0269073e-09  66.0771 -3.5494364 -3.5494364 -38086.059 -38086.059
4 -19046.578 3.0091562 0.96461268 0.022034354 0.12296779 1.0419893  0.02781172 2.0270288e-09  66.0736 -3.5494364 -3.5494364 -38086.058 -38086.058
3 -19047.392 3.0176336 0.96385502 0.022047718 0.12298602 1.0419578 0.031878577 2.0442859e-09 66.06904 -3.5494364 -3.5494364 -38087.685 -38087.685
1  -19048.16 3.0053047 0.96195437 0.022029324 0.12324786  1.041911 0.024999904 2.0192369e-09 65.94728 -3.5494364 -3.5494364  -38089.22  -38089.22
1 -19048.143 3.0040658  0.9612534 0.022000995 0.12359626 1.0418225 0.024010146 2.0167367e-09 65.77354 -3.5494364 -3.5494364 -38089.188 -38089.188
6 -19049.053  3.002819 0.96420192 0.021988765 0.12297587 1.0416215 0.025370014 2.0142238e-09 65.90772 -3.5494364 -3.5494364 -38091.007 -38091.007
2 -19049.113 3.0046553 0.96475552 0.022003534  0.1228052 1.0417059 0.026648606  2.017926e-09 66.00752 -3.5494364 -3.5494364 -38091.126 -38091.126
6 -19049.978  2.985849 0.96346314 0.021994719 0.12285263    1.0417 0.016938587 1.9803309e-09 65.98133 -3.5494364 -3.5494364 -38092.858 -38092.858
1 -19049.225 2.9669545 0.96776395 0.022032636 0.12094312 1.0418383 0.010039063 1.9432646e-09   66.723 -3.5494364 -3.5494364 -38091.352 -38091.352
1 -19049.355 2.9675097 0.96751772 0.022022177 0.12104271 1.0417806 0.010174901  1.944344e-09 66.65952 -3.5494364 -3.5494364 -38091.612 -38091.612
1 -19048.732 3.0113651 0.97193061  0.02216902 0.11839979 1.0423368 0.034608437 2.0315114e-09 67.91534 -3.5494364 -3.5494364 -38090.365 -38090.365
7 -19049.525 3.0100074 0.96864091   0.0219843 0.11968983 1.0419835 0.032776549 2.0287549e-09 67.16925 -3.5494364 -3.5494364 -38091.951 -38091.951
1 -19050.798 3.0163461 0.96521388 0.022095645 0.11985298 1.0419261 0.034198283 2.0416554e-09 67.19296 -3.5494364 -3.5494364 -38094.497 -38094.497
3 -19048.698 3.0194285 0.97274308  0.02228695  0.1170073 1.0424456 0.039779961 2.0479583e-09 68.56367 -3.5494364 -3.5494364 -38090.296 -38090.296
1 -19050.519 3.0020556 0.97018468  0.02217186  0.1182665 1.0419479 0.029854167 2.0126867e-09  67.8357 -3.5494364 -3.5494364 -38093.939 -38093.939
1 -19050.171 3.0069446  0.9715775 0.022178774 0.11833089 1.0419969 0.032705907 2.0225508e-09 67.83516 -3.5494364 -3.5494364 -38093.243 -38093.243
5 -19050.653 3.0078477 0.97011966 0.022139853 0.11882491 1.0419221 0.032947401 2.0243782e-09 67.59762 -3.5494364 -3.5494364 -38094.206 -38094.206
2 -19050.875 3.0051695 0.96970894 0.022147994 0.11888405 1.0419165 0.031359863 2.0189638e-09 67.58194 -3.5494364 -3.5494364 -38094.651 -38094.651
5 -19050.069 3.0206286 0.97173055 0.022232046 0.11831291 1.0422089 0.039509018 2.0504176e-09  67.9609 -3.5494364 -3.5494364 -38093.039 -38093.039
7 -19050.904 3.0268344 0.96982278 0.022215523 0.11880921 1.0421756 0.041918826 2.0631817e-09 67.75654 -3.5494364 -3.5494364 -38094.709 -38094.709
1  -19051.14 3.0245755 0.96935226 0.022190178 0.11914697 1.0420841 0.040435017 2.0585265e-09 67.58225 -3.5494364 -3.5494364 -38095.181 -38095.181
4 -19051.475  3.064276 0.96696121 0.022023355 0.11974522 1.0415732 0.059620179 2.1418948e-09 67.04817 -3.5494364 -3.5494364 -38095.852 -38095.852
3 -19051.474  3.052958 0.96473332 0.021980676 0.12029217 1.0414265 0.053109809 2.1177895e-09 66.76765 -3.5494364 -3.5494364  -38095.85  -38095.85
3 -19051.355 3.0695539 0.97002425 0.022194788 0.11892363 1.0417135 0.063257538 2.1532295e-09 67.54229 -3.5494364 -3.5494364 -38095.611 -38095.611
1 -19050.582 3.0887431 0.97050957 0.022209378  0.1192291  1.041892 0.072707507 2.1949471e-09 67.50616 -3.5494364 -3.5494364 -38094.065 -38094.065
7 -19050.209 3.0955709 0.97200822  0.02222129  0.1187491 1.0418722 0.077053877 2.2099851e-09  67.6818 -3.5494364 -3.5494364  -38093.32  -38093.32
1 -19050.412 3.0672965 0.97018193 0.022146952 0.11968804 1.0419983 0.061777977 2.1483742e-09 67.32193 -3.5494364 -3.5494364 -38093.725 -38093.725
1 -19050.593 3.0672553 0.96925107 0.022129131 0.12003037 1.0419372 0.061210638 2.1482858e-09 67.16422 -3.5494364 -3.5494364 -38094.087 -38094.087
1 -19050.674 3.0624526 0.96695383 0.022027853  0.1210374 1.0416422  0.05795403 2.1379929e-09 66.62051 -3.5494364 -3.5494364 -38094.249 -38094.249
1 -19051.421 3.0608827 0.96617314 0.022072782 0.12095822 1.0417716 0.056944036 2.1346391e-09 66.73184 -3.5494364 -3.5494364 -38095.743 -38095.743
1 -19051.456 3.0598951 0.96611327 0.022074055 0.12097986 1.0417682 0.056407867  2.132532e-09 66.72429 -3.5494364 -3.5494364 -38095.814 -38095.814
1 -19050.758 3.0462314 0.96315932  0.02201047 0.12263429 1.0416291 0.047398045 2.1035918e-09 66.04702 -3.5494364 -3.5494364 -38094.418 -38094.418
3 -19049.793 3.0684415 0.96552205 0.022054789  0.1220124 1.0417705 0.059416763 2.1508357e-09 66.34845 -3.5494364 -3.5494364 -38092.487 -38092.487
4 -19049.889 3.0631665 0.96222191 0.022232108 0.12150093 1.0423769 0.055792894 2.1395199e-09 66.88846 -3.5494364 -3.5494364  -38092.68  -38092.68
3 -19050.189 3.0742336  0.9629801  0.02235928 0.12038841 1.0424081 0.062218655 2.1633295e-09 67.40412 -3.5494364 -3.5494364 -38093.279 -38093.279
 1 -19050.796 3.0947548 0.96006565 0.022204921  0.1215422 1.0420105 0.071347284 2.2081824e-09 66.72738 -3.5494364 -3.5494364 -38094.493 -38094.493
 1 -19050.797 3.0946886 0.96008188 0.022205855 0.12153319 1.0420128 0.071322166 2.2080362e-09  66.7321 -3.5494364 -3.5494364 -38094.495 -38094.495
 1 -19050.739 3.1075872 0.96293416 0.022226506 0.12112434  1.042088  0.07868816 2.2367012e-09 66.91842 -3.5494364 -3.5494364 -38094.378 -38094.378
 1  -19050.53 3.1078176 0.96157606 0.022237777 0.12112592 1.0419833 0.078175339 2.2372165e-09  66.8932 -3.5494364 -3.5494364 -38093.961 -38093.961
 2 -19050.424 3.0893184 0.96078705 0.022111038 0.12070646 1.0418234 0.069181786 2.1962104e-09 66.87187 -3.5494364 -3.5494364 -38093.749 -38093.749
 3  -19051.25 3.0841322  0.9607709 0.022053392 0.12120073 1.0415324 0.066613965 2.1848498e-09 66.55008 -3.5494364 -3.5494364   -38095.4   -38095.4
 5 -19050.421 3.0388621 0.95888945 0.022178804 0.12153705 1.0419557  0.04249385 2.0881469e-09 66.68724 -3.5494364 -3.5494364 -38093.743 -38093.743
11 -19049.986 3.0875747 0.96729279 0.022120848 0.11969317   1.04177 0.070400689 2.1923841e-09 67.22032 -3.5494364 -3.5494364 -38092.873 -38092.873
 2 -19050.977 3.0893858 0.96540731 0.022215202 0.11927221 1.0419696 0.071121322 2.1963583e-09 67.52199 -3.5494364 -3.5494364 -38094.856 -38094.856
 1 -19050.591 3.0868455  0.9644863 0.022198507 0.11948728 1.0420226 0.069389453  2.190786e-09 67.44805 -3.5494364 -3.5494364 -38094.083 -38094.083
 2 -19050.314 3.0882242 0.96482597 0.022185113 0.11899855 1.0420203 0.070608916 2.1938085e-09 67.60931 -3.5494364 -3.5494364  -38093.53  -38093.53
 2  -19049.52 3.0648111 0.95818298 0.021959156 0.12153208 1.0413538 0.056035513 2.1430414e-09 66.29034 -3.5494364 -3.5494364 -38091.942 -38091.942
 4 -19051.516 3.0852354 0.96157896 0.022100044 0.12119744 1.0416376 0.067172866 2.1872615e-09 66.62838 -3.5494364 -3.5494364 -38095.934 -38095.934
 2 -19051.283 3.0723991 0.96130782 0.022075682 0.12166269 1.0418455 0.060303679 2.1593646e-09 66.51348 -3.5494364 -3.5494364 -38095.468 -38095.468
 3 -19051.257  3.067453 0.96351394 0.021989393 0.12126413 1.0416548 0.058998894 2.1487105e-09  66.5108 -3.5494364 -3.5494364 -38095.415 -38095.415
 5 -19051.616 3.0359055 0.96114111 0.021986792 0.12160789 1.0416083 0.042557825 2.0819821e-09 66.37337 -3.5494364 -3.5494364 -38096.133 -38096.133
 6 -19051.587 3.0355635 0.96107306 0.021987641 0.12159892 1.0416155 0.042353116 2.0812702e-09 66.37966 -3.5494364 -3.5494364 -38096.076 -38096.076
 2 -19051.806 3.0367705 0.96236918  0.02202216 0.12109849 1.0416939 0.043703221 2.0837839e-09 66.61122 -3.5494364 -3.5494364 -38096.513 -38096.513
 1  -19051.83 3.0380656 0.96221781 0.022017735 0.12117419 1.0416655 0.044290827 2.0864843e-09 66.57132 -3.5494364 -3.5494364 -38096.561 -38096.561
 2 -19050.941 3.0505562 0.96863694 0.022144024 0.11963399 1.0421308 0.052761972 2.1127092e-09  67.3827 -3.5494364 -3.5494364 -38094.783 -38094.783
3 -19048.473 3.0978761 0.96908531 0.022093705 0.12061627 1.0417525 0.075894698 2.2150855e-09 66.86424 -3.5494364 -3.5494364 -38089.848 -38089.848
9 -19047.638 3.1004996 0.97070337 0.022401924 0.11743217 1.0423096 0.078525259 2.2209045e-09 68.46757 -3.5494364 -3.5494364 -38088.176 -38088.176
2 -19051.918  3.100858  0.9659296 0.022251809 0.11914229 1.0414317 0.077889905 2.2217006e-09 67.42173 -3.5494364 -3.5494364 -38096.736 -38096.736
2 -19052.022 3.0499901 0.96532435 0.022277897 0.12081672 1.0418529  0.05162129 2.1115134e-09 66.99432 -3.5494364 -3.5494364 -38096.946 -38096.946
1 -19052.438 3.0286032 0.96230544 0.022256711 0.12147733 1.0417574  0.03964365 2.0668342e-09 66.71267 -3.5494364 -3.5494364 -38097.777 -38097.777
1 -19051.156  3.018955 0.95676882 0.022087199 0.12345464  1.040786 0.032038118  2.046989e-09 65.55675 -3.5494364 -3.5494364 -38095.214 -38095.214
2 -19050.682 3.0130016 0.95737105 0.022055884 0.12185393 1.0408043  0.03067338 2.0348386e-09 66.08377 -3.5494364 -3.5494364 -38094.264 -38094.264
2 -19049.455 3.0112731 0.95510185 0.022016918  0.1223717 1.0407311 0.028710372 2.0313243e-09 65.84572 -3.5494364 -3.5494364 -38091.811 -38091.811
1  -19049.75 3.0021499 0.95815586 0.021966708 0.12177611 1.0409905 0.025842949 2.0128766e-09 66.09202 -3.5494364 -3.5494364 -38092.401 -38092.401
1 -19047.364  2.982303 0.95473173  0.02191678 0.12219748 1.0408356 0.014108299  1.973321e-09 65.85015 -3.5494364 -3.5494364  -38087.63  -38087.63
1 -19047.024   2.98233 0.95430303 0.021904588 0.12233339 1.0408111  0.01394541 1.9733744e-09 65.78424 -3.5494364 -3.5494364 -38086.948 -38086.948
2 -19048.765 3.0074366 0.95894802 0.022204776 0.12032367 1.0419253 0.027846381 2.0235462e-09  67.1253 -3.5494364 -3.5494364 -38090.431 -38090.431
1 -19049.515 2.9999747 0.95780778 0.022158863 0.12122035 1.0417882 0.023189442  2.008503e-09 66.72372 -3.5494364 -3.5494364  -38091.93  -38091.93
1 -19049.688 3.0025485 0.95666229 0.022099527 0.12171841 1.0415838 0.023963794  2.013679e-09 66.42879 -3.5494364 -3.5494364 -38092.278 -38092.278
1 -19051.889 3.0307452 0.96002337 0.022080581 0.12141427 1.0416815 0.039633495 2.0712662e-09 66.54979 -3.5494364 -3.5494364 -38096.679 -38096.679
4 -19051.076  3.012564 0.96446489 0.022014152 0.12206773 1.0413558 0.031788996 2.0339483e-09   66.155 -3.5494364 -3.5494364 -38095.054 -38095.054
1 -19051.235 3.0124005 0.96532063 0.022075985 0.12175228  1.041523 0.031938075 2.0336158e-09 66.37555 -3.5494364 -3.5494364 -38095.371 -38095.371
1 -19051.843 2.9853833 0.96231461 0.022123248  0.1219533 1.0412885 0.017205835 1.9794088e-09 66.27082 -3.5494364 -3.5494364 -38096.588 -38096.588
3 -19051.417  2.980399  0.9616121  0.02209718 0.12236122 1.0412063 0.014210789 1.9695674e-09 66.07921 -3.5494364 -3.5494364 -38095.734 -38095.734
4 -19051.399 2.9822504  0.9611495 0.022084659  0.1225974 1.0411621 0.014914038 1.9732172e-09 65.97199 -3.5494364 -3.5494364 -38095.699 -38095.699
1 -19051.482 2.9834358 0.96180986 0.022130372 0.12239609 1.0413044 0.015683014 1.9755576e-09 66.12973 -3.5494364 -3.5494364 -38095.866 -38095.866
1 -19051.478 2.9834813 0.96180212 0.022125475 0.12245765 1.0413052 0.015687081 1.9756475e-09 66.10439 -3.5494364 -3.5494364 -38095.857 -38095.857
9 -19050.404 3.0080039 0.95932926 0.022119542 0.12360187 1.0411715 0.026287733 2.0246944e-09 65.66342 -3.5494364 -3.5494364 -38093.709 -38093.709
1 -19050.639 3.0346422 0.95501271 0.022191215 0.12399667 1.0411984 0.038165888 2.0793537e-09 65.60327 -3.5494364 -3.5494364  -38094.18  -38094.18
1 -19052.485 3.0461549 0.95951702 0.022246933 0.12194798 1.0411646 0.047762768  2.103431e-09 66.34345 -3.5494364 -3.5494364 -38097.871 -38097.871
8 -19052.687 3.0350312 0.96000977 0.022266198 0.12187142 1.0413718 0.042262065 2.0801627e-09 66.45625 -3.5494364 -3.5494364 -38098.274 -38098.274
1 -19052.879 3.0355942 0.96298182 0.022306283 0.12074818 1.0413517   0.0440809 2.0813342e-09 66.87702 -3.5494364 -3.5494364 -38098.658 -38098.658
1 -19052.461 3.0703127 0.95921001 0.022230927 0.12214122  1.041373 0.058933835  2.154864e-09  66.3314 -3.5494364 -3.5494364 -38097.823 -38097.823
3 -19052.278 3.0731896 0.95907036 0.022247175 0.12221101 1.0413663 0.060249196 2.1610723e-09 66.31983 -3.5494364 -3.5494364 -38097.457 -38097.457
1 -19051.809 3.0654289 0.95811887 0.022199266 0.12299472   1.04131   0.0554728 2.1443657e-09  65.9885 -3.5494364 -3.5494364 -38096.519 -38096.519
